,0
254,"湯の気凝りて白き地上を朝まだき木の下露の流れたるかも : 新井洸 『微明』, 0000, 1916"
255,"朝露の蔦の広葉つみて匂ひある出湯をむすび口にうつせり : 新井洸 『微明』, 0000, 1916"
256,"滝壷の茶屋の雨洩りいぶせみと焚火によればくゆる服かも : 新井洸 『微明』, 0000, 1916"
257,"雲走り青空見する風立ちに梢さやさや峡濡れ光る : 新井洸 『微明』, 0000, 1916"
258,"遠つ世の火ロの跡の焼原の砂のうへ行くいささ川かも : 新井洸 『微明』, 0000, 1916"
259,"滝岨の椛の梢の枝の間に晩秋の空よどみたり見ゆ : 新井洸 『微明』, 0000, 1916"
260,"滝をせぎる岩のこなたの断面は寂然として耳なき如し : 新井洸 『微明』, 0000, 1916"
261,"道きりてかけす鳴きしか雨となりし小暗き霧にまた見えずけり : 新井洸 『微明』, 0000, 1916"
262,"高山の霧のおそひにたゆたへば毛織ごろもは霜よりも白し : 新井洸 『微明』, 0000, 1916"
263,"悲し小禽つぐみがとはに閉ぢし眼に天のさ霧は触れむとすらむ : 新井洸 『微明』, 0000, 1916"
264,"軒ちかく向うの峰の裾引ける渓さやかなり月は出ぬらし : 新井洸 『微明』, 0000, 1916"
265,"木のもとの黄いろ落葉に枝の影しみみにおける月のよろしさ : 新井洸 『微明』, 0000, 1916"
266,"男体はすでに朝日ににほへどもこの渓さむく水たぎちつつ : 新井洸 『微明』, 0000, 1916"
267,"きらきらと今朝のあさ風落葉松の葉をまき散らす雨後のあかるさ : 新井洸 『微明』, 0000, 1916"
268,"豊秋の足穂のタ日遠寂ぶる一千年の大御寺かも : 新井洸 『微明』, 0000, 1916"
269,"薬師寺の塔のしら壁ましら壁ゆふかたまけてさぶくにほふも : 新井洸 『微明』, 0000, 1916"
270,"うつつなく流れただよふタ明り仏足石を見せたまひけり : 新井洸 『微明』, 0000, 1916"
271,"柿の実はタかたまけてはしやぐ児のまなこ円に靄にこもらず : 新井洸 『微明』, 0000, 1916"
272,"月読みのあかり露けき中空に鴟尾の甍のまさやかに見ゆ : 新井洸 『微明』, 0000, 1916"
273,"しづかなる南円堂の初更の灯たもとにまきて持ち帰らなむ : 新井洸 『微明』, 0000, 1916"
274,"沼尻に櫓立て並め大四つ手引きあぐるなり秋空の下 : 新井洸 『微明』, 0000, 1916"
275,"兎つるすももんぢい屋の店に見る姫神山の秋の雪はも : 新井洸 『微明』, 0000, 1916"
276,"紅の襷紅の前垂れ寒国のいろ白き子に似つけるもあはれ : 新井洸 『微明』, 0000, 1916"
277,"旅人と生れし町のよそ知らぬ子と逢ひし時何をいひきや : 新井洸 『微明』, 0000, 1916"
278,"くれなゐの踊り前垂れ解き放ちすなはち我に与へけるかな : 新井洸 『微明』, 0000, 1916"
279,"やや白む窓の破璃のうすじめり旅寝の朝の眼にすがしもよ : 新井洸 『微明』, 0000, 1916"
280,"真夜中の出船を待てばここの椅子に人多くなりていよよさびしも : 新井洸 『微明』, 0000, 1916"
281,"やはらかき船のふし床に疲れ寝て津軽の海を荒れしとも知らず : 新井洸 『微明』, 0000, 1916"
282,"波止場の路つまさき暗く空荒し人のうしろを見つめて行くも : 新井洸 『微明』, 0000, 1916"
283,"もの思ふ媼の涙さめざめと氷雨に濡るる古き郵船 : 新井洸 『微明』, 0000, 1916"
284,"行きゆけど行き果たさざる道なれかよもぎ枯れつつ続きてありけり : 新井洸 『微明』, 0000, 1916"
285,"ひさめ降る樺の林の木ぐれには板目ましろき小家まれに見ゆ : 新井洸 『微明』, 0000, 1916"
286,"熊笹の山の膚か遠ひろみ濃くなりて行く雨の道見ゆれ : 新井洸 『微明』, 0000, 1916"
287,"木立らはおびただしくも切られたりタ日さし入りはるかなるかな : 新井洸 『微明』, 0000, 1916"
288,"水ふかき神居古潭に靄立てば牙より白き二日月かも : 新井洸 『微明』, 0000, 1916"
289,"雪国の雪の夜ふけの灯にさびしな都育ちのうたひめの顔 : 新井洸 『微明』, 0000, 1916"
290,"あはれなる追分節よここゆまた遠くさすらひ家にかへらじ : 新井洸 『微明』, 0000, 1916"
291,"乗合ひの友の其の頬に雪あかりほのかに白く旅ごころ痛し : 新井洸 『微明』, 0000, 1916"
292,"車中に疲れ臥す時土地者の泥長靴の目よ離れずも : 新井洸 『微明』, 0000, 1916"
293,"降り足らぬ今朝の雪ぞら凍みまさり出帆の銅羅とどろこだます : 新井洸 『微明』, 0000, 1916"
294,"踊子の紅の前垂あはれにも旅の鞄に入りて来にけり : 新井洸 『微明』, 0000, 1916"
295,"をさならが窓のそともの騒ぎにも君とあるこころ乱れ苦しき : 新井洸 『微明』, 0000, 1916"
296,"ひたひたと夜のうしほの満ち潮のひたすに濡れぬ君がひとみに : 新井洸 『微明』, 0000, 1916"
297,"胸みちて二人もだせりおぎろなき死の大神肝をひやさむ : 新井洸 『微明』, 0000, 1916"
298,"くれぐれと世に頼りなきこのこころ君が前にをさも泣きかねつ : 新井洸 『微明』, 0000, 1916"
299,"たらちねの母にしもあらば温かき膝に顔よせ泣かましものを : 新井洸 『微明』, 0000, 1916"
300,"人間のいのちの奥のはづかしさ滲み来るかも君に対へば : 新井洸 『微明』, 0000, 1916"
301,"足り足らぬ何やらを追ふこの夜らの君とあるこころ時なさまたげ : 新井洸 『微明』, 0000, 1916"
302,"君に得し落つき心罅せじととぼとぼと行く小夜は更くれど : 新井洸 『微明』, 0000, 1916"
303,"もの深きこの落つきゆ一人行く道のすがらに涙こぼるる : 新井洸 『微明』, 0000, 1916"
304,"君に逢ひて今帰りつつ行方なくしかも惑へるこの愁ひはも : 新井洸 『微明』, 0000, 1916"
305,"一人思ふたのみをもとな是ぞこのあからさまなる何を知リてか : 新井洸 『微明』, 0000, 1916"
306,"目の前の我が手のひらと人ごころまさにうつつに見むよしもがも : 新井洸 『微明』, 0000, 1916"
307,"このへだて石に投げても丁と落ちていと砕けむものならなくに : 新井洸 『微明』, 0000, 1916"
308,"いでいかに思ひ定めむ流しやる木の葉も水も早く行くなり : 新井洸 『微明』, 0000, 1916"
309,"恋ひなづむ心おとろへ反故紙の知らぬ子の手蹟に涙ぐみけり : 新井洸 『微明』, 0000, 1916"
310,"紙ないふ頻にあつれば涙落つ我がおこたりを君知るらむか : 新井洸 『微明』, 0000, 1916"
311,"沈める水の深みのほの明りこころのさびれまなうらに見ゆ : 新井洸 『微明』, 0000, 1916"
312,"おのづからなるらむままにいかにともなれ君ならぬ人に何をも思はず : 新井洸 『微明』, 0000, 1916"
313,"秋の夜のともし灯ふけて物のくまほの暗ければ君が髪思ふ : 新井洸 『微明』, 0000, 1916"
314,"ややあをき頬にかかれる髪もあれきれ長まみの俯目かなしも : 新井洸 『微明』, 0000, 1916"
315,"小夜ふけて眠るといふもうつつなく君がひとみに沈みゆくこと : 新井洸 『微明』, 0000, 1916"
316,"この頃の夜毎のねざめ秋しづけく君をおもふに限りなきかな : 新井洸 『微明』, 0000, 1916"
317,"いねがてに冷え切りし手を額におく涙ながれてとどまらぬかな : 新井洸 『微明』, 0000, 1916"
318,"死にかへりひびきを絶えしうしほ波うねりにうねリまなかひにあり : 新井洸 『微明』, 0000, 1916"
319,"狂ほしき夢のとぎれに大川の夜半の沈まりのひたと迫れり : 新井洸 『微明』, 0000, 1916"
320,"がらす戸の窓のそともに大川の夜半のしじまのすぐ立てるかも : 新井洸 『微明』, 0000, 1916"
321,"秋の夜の水のさむけさ糊白き衾にしみ来ともし灯消さむ : 新井洸 『微明』, 0000, 1916"
322,"がらすの薄き器に雫落ちこのさ夜なかに満ちみてりけり : 新井洸 『微明』, 0000, 1916"
323,"此のままに寝つかむとすれば河ロの汽船の笛のほのにとよむも : 新井洸 『微明』, 0000, 1916"
324,"秋の夜のかかるしじまに胸せまり我は覚むとも人な目ざめそ : 新井洸 『微明』, 0000, 1916"
325,"大空に月は照りたり遠つ人息のぬくみのここにかよはな : 新井洸 『微明』, 0000, 1916"
326,"すみあかき月の光に歩みほけうつらうつらにゆかしみにけり : 新井洸 『微明』, 0000, 1916"
327,"おのが身を小さくきたなく価なくおもひ詰むらく恋は退かず : 新井洸 『微明』, 0000, 1916"
328,"じりじりに思ふおもひのしみうつりいかにか人に我がつらからむ : 新井洸 『微明』, 0000, 1916"
329,"君のごと恋ひ思はるる人ありと知れらば誰か嫉みにをたへむ : 新井洸 『微明』, 0000, 1916"
330,"打負きしのぶに強きわが心君にえたへずた破れぬべく思ふ : 新井洸 『微明』, 0000, 1916"
331,"今宵また眠り安からずかくてつづく疲れのはても恐しきかな : 新井洸 『微明』, 0000, 1916"
332,"このままに気ちがひにならばいかならむ人を見わけてロ走りせむ : 新井洸 『微明』, 0000, 1916"
333,"我が行きしにあかりが点きし人の部屋の宵の寒さのなつかしきかな : 新井洸 『微明』, 0000, 1916"
334,"菊の花灯かげに白く夜を寒み君が素足のいとほしきかな : 新井洸 『微明』, 0000, 1916"
335,"君が母の打ちとけて我を待ちたまふ憂き恋故に悲しかりけり : 新井洸 『微明』, 0000, 1916"
336,"物さびしく二人親み長き夜を熟き紅茶の香をめでにつつ : 新井洸 『微明』, 0000, 1916"
337,"だありやの霜にくづるる朝寒に心わななくなつかしなつかし : 新井洸 『微明』, 0000, 1916"
338,"冬の日の日されの砂に打まみれ心あらさじただにうとくば : 新井洸 『微明』, 0000, 1916"
339,"からからと宵の寒さの刻みあし聞けばえ堪へず恋しきものを : 新井洸 『微明』, 0000, 1916"
340,"冬ぬるむ初夜のしじまにこもり居て息づきぬとも知る人はなし : 新井洸 『微明』, 0000, 1916"
341,"寒き夜をひとりさびしく思ひふけ立てば帯さへほどけぬるかな : 新井洸 『微明』, 0000, 1916"
342,"追ひ来りのび上り立ちて爪かくる大きけものをのがれかねつも : 新井洸 『微明』, 0000, 1916"
343,"合歓の葉はしぼみはてしを灯ともさず端居に見ればすずしき君が目 : 新井洸 『微明』, 0000, 1916"
344,"雲白き夏のゆふべのあかるさに我のみ見たる君がゑまひか : 新井洸 『微明』, 0000, 1916"
345,"日の暮を風船売の残りもの風船玉の夕明かな : 新井洸 『微明』, 0000, 1916"
346,"久方の空晴れわたり風もなし一片の雲うすれうすれ消ゆ : 新井洸 『微明』, 0000, 1916"
347,"郵便馬車ぬらりと赤し氷屋の店さきの灯に粉雨久しも : 新井洸 『微明』, 0000, 1916"
348,"ちろちちろ虫の音さやに闇ふかしたちまち啼きて飛べる蝉かも : 新井洸 『微明』, 0000, 1916"
349,"二百十日の朝あけの空に町尻の工場の笛ひきもまれ居り : 新井洸 『微明』, 0000, 1916"
350,"うす寒き雨の曇リに木蓮は狼籍として散りて光れり : 新井洸 『微明』, 0000, 1916"
351,"雪解けの赤土道に昼ちかき光まつかにながれたるかも : 新井洸 『微明』, 0000, 1916"
352,"桜田のお濠の堤枯芝に雁居ならびて日なたぼこせり : 新井洸 『微明』, 0000, 1916"
353,"髭黒の鼠取り路地を出でにけり荷へる鑵に朝風が寒し : 新井洸 『微明』, 0000, 1916"
354,"水門の木戸に降りつつ水づける雪さへ白み日はタべなり : 新井洸 『微明』, 0000, 1916"
355,"潮そこる材木堀の巨材のうへ眩き昼の風を聞 : 新井洸 『微明』, 0000, 1916"
356,"理髪師は朝戸あけつつ白百合の鉢持て出でぬ街の露けさ : 新井洸 『微明』, 0000, 1916"
357,"はつ冬の空すみあかき宵月に並木広葉はかぐろかりけり : 新井洸 『微明』, 0000, 1916"
358,"をさな児の頬のおしろい寒げにもこの元日のたそがれにけり : 新井洸 『微明』, 0000, 1916"
359,"真昼間の煙突の黒けぶりわき上りわき上りやすからぬかも : 新井洸 『微明』, 0000, 1916"
360,"ああ今日も小ぬくき家に帰らなむさびしく一人父の待つなり : 新井洸 『微明』, 0000, 1916"
361,"さ夜ふかく暑さもあつし高台の病院の窓に煌たる灯かな : 新井洸 『微明』, 0000, 1916"
362,"襲雨来る曇りの街にけたたましく玻璃倒れて破れ響きたり : 新井洸 『微明』, 0000, 1916"
363,"小間物屋おもちや屋の灯に人なかに隣の桝の娘のめづらしさ : 新井洸 『微明』, 0000, 1916"
364,"あづけたる帽子もかへり所作事の幕あかむとす何かさびしや : 新井洸 『微明』, 0000, 1916"
365,"うなじ白きこの幼きが裾からげお百度踏めり母と祖母と : 新井洸 『微明』, 0000, 1916"
366,"敷石のうへか行きかくゆき久しけど素足音なしおごそかなりや : 新井洸 『微明』, 0000, 1916"
367,"おごそかにお百度を踏め白髪の祖母は咳をこらへかねつも : 新井洸 『微明』, 0000, 1916"
368,"朝まだき風は秋なり神前に祈らねばならぬ事なきか我は : 新井洸 『微明』, 0000, 1916"
